total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
3310,3102.08,15.3987,0.0720277,2499.61,4.12311
3311,3102.83,15.4168,0.0735994,2499.67,4.30116
3312,3103.6,15.4345,0.0764468,2499.75,4.89898
3313,3104.35,15.4524,0.0783201,2499.83,4.3589
3314,3105.12,15.47,0.0804346,2499.92,4.69042
3315,3105.88,15.4875,0.0838707,2500.01,4.69042
3316,3106.64,15.505,0.0883883,2500.12,5
3317,3107.41,15.5224,0.0910248,2500.22,4.89898
3318,3108.18,15.5395,0.0967931,2500.35,5.2915
3319,3108.94,15.5567,0.101337,2500.47,5.83095
3320,3109.71,15.5739,0.104816,2500.59,5.70088
3321,3110.49,15.5902,0.111174,2500.76,5.95819
3322,3111.27,15.6064,0.117253,2500.94,6.40312
3323,3112.06,15.6222,0.125366,2501.15,6.245
3324,3112.85,15.6376,0.13241,2501.37,7.44983
3325,3113.64,15.653,0.140842,2501.6,7.51665
3326,3114.45,15.6673,0.149206,2501.88,8.42615
3327,3115.27,15.6809,0.159536,2502.21,8.97218
3328,3116.09,15.6943,0.169281,2502.55,9.21954
3329,3116.94,15.7052,0.182635,2503.03,10.1489
3330,3117.78,15.7171,0.193192,2503.46,10.5357
3331,3118.64,15.7277,0.204659,2503.95,11.1803
3332,3119.54,15.7351,0.219724,2504.62,12.0208
3333,3120.42,15.7437,0.232971,2505.22,13.0192
3334,3121.37,15.7477,0.248347,2506.08,13.6198
3335,3122.34,15.7497,0.265395,2507.05,14.4049
3336,3123.26,15.7555,0.276655,2507.8,15.0665
3337,3124.27,15.7548,0.292786,2508.91,15.9217
3338,3125.33,15.7504,0.309261,2510.22,16.8671
3339,3126.41,15.7447,0.324689,2511.6,17.72
3340,3127.49,15.7382,0.338133,2513.02,18.4526
3341,3128.62,15.7285,0.350693,2514.61,18.9605
3342,3129.76,15.7182,0.361639,2516.22,19.6977
3343,3130.94,15.7052,0.37171,2517.99,20.2237
3344,3132.1,15.6931,0.380032,2519.7,20.7244
3345,3133.32,15.6772,0.386008,2521.63,20.7485
3346,3134.6,15.6562,0.390469,2523.82,21.0713
3347,3135.81,15.6411,0.393311,2525.68,21.4243
3348,3137.1,15.6195,0.393369,2527.9,21.225
3349,3138.28,15.6057,0.394628,2529.71,21.5523
3350,3139.58,15.5836,0.39333,2531.96,21.436
3351,3140.82,15.5661,0.393738,2533.96,21.6449
3352,3142.05,15.549,0.394725,2535.95,21.6217
3353,3143.33,15.5282,0.396152,2538.14,21.7256
3354,3144.58,15.5097,0.400386,2540.23,22.2036
3355,3145.85,15.4895,0.407787,2542.41,22.7376
3356,3147.17,15.4656,0.416909,2544.81,23.5372
3357,3148.51,15.4407,0.430964,2547.28,24.2796
3358,3149.87,15.4138,0.446664,2549.87,25.3673
3359,3151.27,15.3846,0.462788,2552.6,26.3344
3360,3152.76,15.3485,0.481421,2555.74,27.5953
3361,3154.28,15.3095,0.498227,2559.04,28.4781
3362,3155.84,15.2682,0.510644,2562.47,29.3343
3363,3157.48,15.2208,0.524297,2566.26,30.2242
3364,3159.2,15.1673,0.532527,2570.41,30.6757
3365,3160.84,15.1202,0.534571,2574.18,30.9273
3366,3162.56,15.0669,0.530862,2578.31,30.7002
3367,3164.22,15.0177,0.522489,2582.21,30.1496
3368,3165.86,14.9705,0.506985,2585.98,29.4024
3369,3167.43,14.9284,0.487609,2589.45,28.2754
