total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
1220,1009.66,15.5775,0.378967,297.749,7.61834
1221,1010.46,15.5925,0.369961,298.492,7.43566
1222,1011.18,15.6136,0.362314,299.111,7.28815
1223,1011.89,15.6352,0.354136,299.718,7.13486
1224,1012.59,15.6569,0.352429,300.329,7.09753
1225,1013.3,15.6783,0.347063,300.941,6.99218
1226,1013.98,15.7022,0.348599,301.509,7.0234
1227,1014.65,15.727,0.344526,302.051,6.94622
1228,1015.38,15.747,0.347722,302.698,7.00056
1229,1016.04,15.7716,0.346689,303.245,6.99442
1230,1016.78,15.7912,0.349058,303.897,7.03618
1231,1017.47,15.8144,0.352819,304.482,7.11622
1232,1018.17,15.8361,0.355769,305.089,7.17526
1233,1018.88,15.8575,0.361302,305.706,7.2903
1234,1019.61,15.8776,0.367395,306.348,7.4241
1235,1020.35,15.897,0.373594,307.005,7.54828
1236,1021.12,15.914,0.382074,307.71,7.72526
1237,1021.95,15.9265,0.395381,308.511,8.00537
1238,1022.78,15.9392,0.407843,309.305,8.26939
1239,1023.62,15.9507,0.425871,310.127,8.65574
1240,1024.57,15.9548,0.447005,311.099,9.10572
1241,1025.57,15.9546,0.473044,312.163,9.66146
1242,1026.6,15.9522,0.504164,313.27,10.3195
1243,1027.79,15.9383,0.536779,314.617,11.0128
1244,1029.1,15.9153,0.573221,316.15,11.7845
1245,1030.56,15.8813,0.609663,317.908,12.5455
1246,1032.18,15.8353,0.644673,319.913,13.2833
1247,1033.95,15.7781,0.676323,322.15,13.9346
1248,1035.81,15.7145,0.694313,324.515,14.3088
1249,1037.68,15.6507,0.698323,326.877,14.3899
1250,1039.57,15.5844,0.690876,329.288,14.2294
1251,1041.39,15.5239,0.667637,331.571,13.7423
1252,1043.21,15.4632,0.631956,333.856,12.9952
1253,1044.73,15.4247,0.589106,335.681,12.1086
1254,1046.03,15.402,0.544442,337.181,11.1866
1255,1047.23,15.3871,0.494476,338.511,10.1481
1256,1048.3,15.3823,0.444678,339.634,9.122
1257,1049.2,15.3894,0.399336,340.513,8.17867
1258,1049.99,15.4052,0.356369,341.212,7.29887
1259,1050.71,15.4257,0.316671,341.814,6.49699
1260,1051.33,15.4538,0.283573,342.26,5.80813
1261,1051.88,15.4871,0.257131,342.606,5.27672
1262,1052.41,15.5221,0.233462,342.912,4.7836
1263,1052.9,15.5599,0.215942,343.17,4.42913
1264,1053.37,15.5992,0.197758,343.384,4.07738
1265,1053.81,15.6411,0.188109,343.56,3.88004
1266,1054.24,15.6827,0.181546,343.739,3.76248
1267,1054.67,15.7251,0.176906,343.897,3.68591
1268,1055.08,15.7691,0.177938,344.033,3.72282
1269,1055.51,15.811,0.184423,344.211,3.87298
1270,1055.97,15.8512,0.19772,344.435,4.17021
1271,1056.42,15.8918,0.215376,344.644,4.57916
1272,1056.89,15.9312,0.240576,344.881,5.13718
1273,1057.43,15.9651,0.274662,345.234,5.88098
1274,1058.05,15.993,0.322615,345.726,6.93497
1275,1058.75,16.0153,0.383251,346.338,8.26277
1276,1059.66,16.0221,0.459379,347.286,9.90896
1277,1060.8,16.0116,0.547154,348.603,11.8123
1278,1062.29,15.9756,0.650634,350.468,14.051
1279,1064.23,15.9058,0.759512,353.06,16.4031
1280,1066.7,15.7968,0.865056,356.496,18.6755
1281,1069.83,15.6394,0.954485,360.966,20.607
1282,1073.37,15.4515,1.00496,366.088,21.6939
1283,1077.06,15.2516,1.00406,371.455,21.6813
1284,1080.46,15.0742,0.962294,376.334,20.8056
1285,1083.63,14.9132,0.879887,380.848,19.0579
1286,1086.29,14.7907,0.782811,384.532,17.011
1287,1088.37,14.7106,0.686378,387.299,14.9859
1288,1090.16,14.6518,0.599415,389.612,13.1684
1289,1091.6,14.6197,0.535156,391.353,11.8407
1290,1092.76,14.6074,0.482529,392.663,10.7674
1291,1093.88,14.5989,0.44704,393.899,10.0281
1292,1094.81,14.604,0.419263,394.826,9.4497
1293,1095.72,14.6105,0.4005,395.735,9.0528
1294,1096.64,14.6166,0.386107,396.648,8.74732
1295,1097.48,14.6282,0.373798,397.442,8.47238
1296,1098.34,14.639,0.362188,398.252,8.20061
1297,1099.1,14.6565,0.350824,398.908,7.93922
1298,1099.85,14.6753,0.34027,399.538,7.69943
1299,1100.56,14.6965,0.329378,400.117,7.44459
1300,1101.3,14.7155,0.31672,400.737,7.15345
1301,1101.99,14.7388,0.305887,401.262,6.90561
1302,1102.64,14.7645,0.296412,401.738,6.67903
1303,1103.29,14.7903,0.286757,402.209,6.47712
1304,1103.95,14.8156,0.279017,402.688,6.30476
1305,1104.55,14.845,0.276407,403.084,6.27371
1306,1105.17,14.8734,0.277591,403.504,6.3369
1307,1105.8,14.9011,0.283573,403.942,6.4976
1308,1106.44,14.9279,0.297081,404.404,6.86363
1309,1107.12,14.9514,0.316575,404.939,7.34953
1310,1107.85,14.9713,0.348314,405.571,8.13077
1311,1108.64,14.9867,0.388294,406.311,9.10872
1312,1109.59,14.9902,0.438545,407.327,10.3032
