total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
4520,4305.48,15.8874,0.0191366,3736.72,1.73205
4521,4306.29,15.9018,0.0191366,3736.75,2
4522,4307.09,15.9166,0.0202975,3736.75,1
4523,4307.89,15.9312,0.0195312,3736.76,nan
4524,4308.69,15.946,0.0191366,3736.76,1
4525,4309.49,15.9605,0.0202975,3736.79,0
4526,4310.29,15.9758,0.0187337,3736.75,1
4527,4311.09,15.9903,0.0195312,3736.78,2
4528,4311.89,16.0051,0.0174693,3736.78,1.41421
4529,4312.69,16.0202,0.019918,3736.78,1.41421
4530,4313.49,16.0348,0.0183219,3736.79,1.41421
4531,4314.29,16.0498,0.0183219,3736.79,0
4532,4315.08,16.0649,0.0191366,3736.78,1.41421
4533,4315.89,16.0794,0.0191366,3736.81,1
4534,4316.68,16.0944,0.0174693,3736.81,1
4535,4317.48,16.1093,0.0183219,3736.82,1.41421
4536,4318.28,16.1244,0.0183219,3736.82,1.41421
4537,4319.08,16.1393,0.0191366,3736.83,1.73205
4538,4319.87,16.1545,0.0191366,3736.82,1.41421
4539,4320.67,16.1693,0.0183219,3736.84,1.73205
4540,4321.47,16.1841,0.0183219,3736.86,nan
4541,4322.27,16.1991,0.0183219,3736.86,1.41421
4542,4323.07,16.2143,0.0191366,3736.86,2
4543,4323.86,16.2292,0.0174693,3736.87,1.73205
4544,4324.66,16.2445,0.0191366,3736.87,1
4545,4325.46,16.2594,0.0174693,3736.89,nan
4546,4326.25,16.2747,0.0174693,3736.88,1
4547,4327.04,16.29,0.0183219,3736.88,0
4548,4327.84,16.3051,0.0191366,3736.89,0
4549,4328.63,16.3204,0.0191366,3736.89,1.73205
4550,4329.43,16.3354,0.0183219,3736.91,1.41421
4551,4330.22,16.3507,0.0191366,3736.91,1.41421
4552,4331.02,16.3659,0.0191366,3736.91,1.41421
4553,4331.82,16.3809,0.0165728,3736.93,1.41421
4554,4332.6,16.3966,0.0183219,3736.92,1.41421
4555,4333.4,16.4116,0.0174693,3736.94,1.41421
4556,4334.19,16.4273,0.0183219,3736.92,1.41421
4557,4334.99,16.4422,0.0183219,3736.95,1
