total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
1758,1539.99,16.1456,0.421694,846.156,12.4424
1759,1541.14,16.135,0.505312,847.578,15.0229
1760,1542.69,16.0942,0.620147,849.915,18.5236
1761,1544.73,16.0168,0.7591,853.356,22.8241
1762,1547.56,15.8813,0.921668,858.561,27.8792
1763,1551.37,15.6733,1.08075,865.971,32.8472
1764,1556.26,15.3849,1.21235,875.854,37.0034
1765,1561.9,15.0419,1.26664,887.41,38.779
1766,1567.66,14.6892,1.21898,899.26,37.4566
1767,1572.59,14.3983,1.09985,909.238,33.9006
1768,1576.57,14.1775,0.935651,917.06,28.931
1769,1579.56,14.0301,0.764997,922.62,23.7513
1770,1581.64,13.9497,0.621708,926.114,19.3633
1771,1583.24,13.9055,0.499191,928.484,15.6105
1772,1584.46,13.8893,0.402249,929.981,12.6466
1773,1585.48,13.8878,0.325206,931.021,10.247
1774,1586.34,13.8985,0.265769,931.685,8.40387
1775,1587.1,13.9155,0.219759,932.144,6.98659
1776,1587.82,13.9369,0.184175,932.473,5.87367
1777,1588.47,13.9623,0.154729,932.673,4.9371
1778,1589.12,13.9887,0.134525,932.845,4.28661
1779,1589.74,14.0169,0.118418,932.963,3.80789
1780,1590.35,14.0457,0.105613,933.063,3.39117
1781,1590.94,14.0758,0.0955236,933.126,3.14245
1782,1591.55,14.1048,0.0880424,933.222,2.76134
1783,1592.13,14.1357,0.082772,933.261,2.66927
1784,1592.72,14.166,0.0799589,933.324,2.56174
1785,1593.31,14.1967,0.0779294,933.371,2.54951
1786,1593.89,14.2278,0.0756442,933.408,2.57391
1787,1594.47,14.2591,0.0746288,933.446,2.39792
1788,1595.05,14.2896,0.0745265,933.511,2.39792
1789,1595.63,14.3209,0.074731,933.55,2.53722
1790,1596.21,14.3519,0.076247,933.6,2.58602
1791,1596.79,14.3832,0.076347,933.639,2.5
1792,1597.37,14.414,0.0773398,933.701,2.61008
1793,1597.95,14.4454,0.0798635,933.747,2.68095
1794,1598.52,14.4772,0.0817518,933.779,2.79508
1795,1599.11,14.5078,0.0843243,933.855,2.78388
1796,1599.69,14.5387,0.0873464,933.918,2.88314
1797,1600.26,14.5704,0.0895886,933.961,2.92617
1798,1600.85,14.601,0.0930147,934.044,3.07205
1799,1601.43,14.6323,0.0974216,934.101,3.19179
1800,1602.01,14.6629,0.101035,934.182,3.33542
1801,1602.59,14.694,0.105686,934.251,3.3541
1802,1603.19,14.724,0.110761,934.356,3.55317
1803,1603.78,14.754,0.115944,934.472,3.76663
1804,1604.38,14.7839,0.121659,934.582,3.92906
1805,1604.98,14.8134,0.128015,934.711,4.09268
1806,1605.58,14.8428,0.134582,934.843,4.33734
1807,1606.2,14.8715,0.142351,935,4.55522
1808,1606.81,14.9004,0.150378,935.153,4.86698
1809,1607.43,14.9285,0.157901,935.336,5.04356
1810,1608.06,14.9556,0.166417,935.543,5.33854
1811,1608.69,14.9828,0.176085,935.752,5.66789
1812,1609.34,15.009,0.185578,935.995,5.98435
1813,1610,15.0339,0.196675,936.282,6.255
1814,1610.69,15.0574,0.207694,936.615,6.58597
1815,1611.39,15.0794,0.220314,936.996,6.97316
1816,1612.11,15.1004,0.232774,937.411,7.35272
1817,1612.82,15.1216,0.24407,937.816,7.70957
1818,1613.57,15.1401,0.257161,938.305,8.13941
1819,1614.32,15.1586,0.269475,938.794,8.53302
1820,1615.11,15.174,0.281602,939.383,8.8459
1821,1615.94,15.187,0.294009,940.047,9.24662
1822,1616.77,15.1994,0.306485,940.73,9.62419
1823,1617.62,15.2101,0.317682,941.463,9.9373
1824,1618.48,15.2206,0.327566,942.203,10.2195
1825,1619.39,15.2278,0.336822,943.043,10.5
1826,1620.36,15.2294,0.345455,944.06,10.7384
1827,1621.28,15.2357,0.352126,944.923,10.9516
1828,1622.19,15.2425,0.357075,945.768,11.0849
1829,1623.16,15.2442,0.360075,946.775,11.1496
1830,1624.12,15.2473,0.361808,947.736,11.1999
1831,1625.09,15.2494,0.361344,948.722,11.1411
1832,1626.06,15.2521,0.35963,949.694,11.0821
1833,1627.04,15.2537,0.355254,950.692,10.9402
1834,1627.99,15.2571,0.350062,951.635,10.7355
1835,1628.92,15.262,0.345322,952.532,10.5801
1836,1629.84,15.2682,0.339125,953.389,10.4283
1837,1630.76,15.2744,0.330696,954.244,10.155
1838,1631.65,15.2824,0.321975,955.042,9.87737
1839,1632.5,15.2935,0.314859,955.745,9.68246
1840,1633.4,15.3005,0.305962,956.573,9.41409
1841,1634.21,15.3148,0.300933,957.184,9.25
1842,1635.05,15.3264,0.292552,957.872,8.97218
1843,1635.85,15.3412,0.285424,958.459,8.70345
1844,1636.67,15.355,0.278935,959.082,8.52203
1845,1637.45,15.3713,0.274551,959.629,8.40015
1846,1638.23,15.3872,0.269927,960.186,8.25379
1847,1639,15.4047,0.266399,960.701,8.15475
1848,1639.77,15.4216,0.262476,961.226,8.04674
1849,1640.53,15.4393,0.25967,961.732,7.92938
1850,1641.29,15.4573,0.259964,962.234,7.99609
1851,1642.04,15.4753,0.25861,962.729,7.92938
1852,1642.81,15.4923,0.257872,963.256,7.87401
1853,1643.58,15.5095,0.25967,963.784,7.90965
1854,1644.31,15.5296,0.261047,964.217,8.00391
1855,1645.09,15.5462,0.262388,964.763,8.01951
1856,1645.84,15.5644,0.264272,965.258,8.08548
1857,1646.61,15.5818,0.266371,965.779,8.12788
1858,1647.39,15.5979,0.271842,966.341,8.28402
1859,1648.17,15.6144,0.27555,966.892,8.38898
1860,1648.96,15.6293,0.28019,967.488,8.58414
1861,1649.76,15.6443,0.285557,968.086,8.72855
1862,1650.56,15.6592,0.291088,968.685,8.91277
1863,1651.37,15.6732,0.296952,969.312,9.06228
1864,1652.21,15.6853,0.301491,969.992,9.20598
1865,1653.05,15.6973,0.309975,970.684,9.48354
1866,1653.91,15.7077,0.314374,971.421,9.54267
1867,1654.78,15.7169,0.321881,972.195,9.82344
1868,1655.66,15.7257,0.328102,972.979,9.94045
1869,1656.53,15.7355,0.335483,973.737,10.2011
1870,1657.43,15.7426,0.339642,974.57,10.3682
1871,1658.36,15.748,0.344681,975.457,10.4791
1872,1659.29,15.7537,0.349582,976.338,10.6301
1873,1660.28,15.754,0.353812,977.378,10.7384
1874,1661.21,15.7593,0.356497,978.265,10.7906
1875,1662.13,15.7651,0.357907,979.135,10.8714
1876,1663.09,15.7684,0.358099,980.083,10.8369
1877,1664.02,15.7734,0.358546,980.978,10.8599
1878,1665,15.775,0.35716,981.972,10.7964
1879,1665.97,15.777,0.356412,982.958,10.7819
1880,1666.89,15.7833,0.353122,983.809,10.6712
1881,1667.88,15.7839,0.349123,984.834,10.5564
1882,1668.76,15.7923,0.345499,985.618,10.4553
1883,1669.7,15.7972,0.341479,986.513,10.3229
1884,1670.59,15.805,0.338629,987.322,10.1827
1885,1671.51,15.8111,0.33496,988.177,10.1304
1886,1672.43,15.8167,0.331387,989.046,10.0499
1887,1673.29,15.8271,0.331939,989.782,10.0561
1888,1674.18,15.8353,0.333842,990.58,10.1397
1889,1675.11,15.841,0.337501,991.453,10.2865
1890,1676.03,15.8469,0.343683,992.327,10.4791
1891,1676.94,15.8529,0.353165,993.196,10.8311
1892,1677.91,15.8553,0.363743,994.182,11.172
1893,1678.91,15.8558,0.381275,995.228,11.734
1894,1679.93,15.8544,0.397114,996.332,12.2423
1895,1681.02,15.8472,0.419481,997.621,12.9904
1896,1682.15,15.838,0.438371,998.967,13.5554
1897,1683.4,15.8196,0.461764,1000.6,14.2916
1898,1684.66,15.8002,0.48123,1002.26,14.885
1899,1685.91,15.7811,0.49614,1003.91,15.3826
1900,1687.33,15.7501,0.51294,1005.93,15.9374
1901,1688.67,15.7254,0.521247,1007.75,16.1729
1902,1690.19,15.6867,0.527807,1010,16.365
1903,1691.62,15.6551,0.528211,1012.02,16.4012
1904,1693.09,15.6198,0.523685,1014.16,16.2462
