total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
1044,846.05,14.6602,0.521012,129.501,9.57954
1045,847.211,14.6482,0.54049,130.796,9.93878
1046,848.372,14.6363,0.558962,132.09,10.2851
1047,849.635,14.6169,0.572622,133.519,10.5465
1048,850.97,14.592,0.583,135.045,10.7498
1049,852.285,14.5687,0.590374,136.546,10.8988
1050,853.673,14.54,0.596979,138.146,11.0393
1051,855.077,14.5101,0.599186,139.769,11.0966
1052,856.463,14.4815,0.599008,141.367,11.1148
1053,857.846,14.4531,0.594674,142.961,11.057
1054,859.217,14.4257,0.59049,144.538,10.9954
1055,860.648,14.3937,0.58539,146.203,10.9175
1056,861.944,14.3718,0.57597,147.675,10.7553
1057,863.216,14.3516,0.56472,149.121,10.5561
1058,864.488,14.3315,0.550823,150.56,10.3031
1059,865.63,14.321,0.534072,151.82,9.99687
1060,866.826,14.3065,0.513891,153.152,9.61525
1061,867.92,14.2995,0.493117,154.342,9.22378
1062,868.827,14.3064,0.471929,155.275,8.82933
1063,869.826,14.3065,0.445809,156.329,8.33116
1064,870.668,14.3182,0.420861,157.167,7.86085
1065,871.422,14.3364,0.396383,157.883,7.40144
1066,872.156,14.3561,0.371505,158.567,6.93088
1067,872.824,14.3807,0.348226,159.165,6.48857
1068,873.45,14.4084,0.325346,159.702,6.05879
1069,874.006,14.4412,0.303835,160.142,5.65409
1070,874.522,14.4771,0.284218,160.526,5.28171
1071,875.021,14.5142,0.266113,160.89,4.94244
1072,875.459,14.5559,0.250031,161.166,4.64291
1073,875.878,14.5989,0.236933,161.424,4.39215
1074,876.28,14.6431,0.222553,161.65,4.12547
1075,876.681,14.6875,0.211371,161.88,3.91786
1076,877.051,14.7342,0.2029,162.072,3.76637
1077,877.423,14.7807,0.194373,162.259,3.59877
1078,877.754,14.8302,0.187459,162.399,3.47789
1079,878.124,14.8768,0.181378,162.587,3.35934
1080,878.433,14.9281,0.177895,162.694,3.29061
1081,878.774,14.9768,0.175608,162.847,3.24127
1082,879.089,15.0276,0.17329,162.965,3.21009
1083,879.449,15.075,0.173598,163.147,3.21587
1084,879.754,15.1264,0.175868,163.256,3.25
1085,880.094,15.1753,0.177895,163.41,3.29536
1086,880.419,15.2253,0.181714,163.546,3.36544
1087,880.765,15.2738,0.187866,163.709,3.47227
1088,881.127,15.321,0.194921,163.898,3.60338
1089,881.465,15.37,0.204994,164.052,3.78835
1090,881.827,15.4173,0.217456,164.249,4.0241
1091,882.217,15.4625,0.22944,164.475,4.24839
1092,882.624,15.5064,0.245566,164.727,4.53459
1093,883.05,15.5489,0.262708,165.009,4.85372
1094,883.524,15.5879,0.281927,165.35,5.20423
1095,884.032,15.6243,0.304337,165.748,5.61892
1096,884.591,15.657,0.332307,166.212,6.12914
1097,885.154,15.6893,0.351693,166.672,6.48375
1098,885.854,15.7115,0.381875,167.332,7.02924
1099,886.565,15.7329,0.409654,168.001,7.53261
1100,887.392,15.7458,0.434736,168.82,7.98656
1101,888.269,15.7548,0.461434,169.714,8.46431
1102,889.214,15.759,0.485225,170.694,8.8983
1103,890.223,15.7582,0.505494,171.764,9.26719
1104,891.323,15.7509,0.527257,172.957,9.67701
1105,892.475,15.7396,0.546442,174.214,10.0454
1106,893.755,15.7189,0.568208,175.654,10.499
1107,895.149,15.6897,0.597592,177.255,11.1235
1108,896.587,15.6572,0.647107,178.932,12.1663
1109,898.327,15.6024,0.72034,181.045,13.706
1110,900.498,15.5157,0.825588,183.792,15.8871
1111,903.318,15.3809,0.955835,187.486,18.5569
1112,907.055,15.1782,1.09761,192.527,21.4494
1113,911.628,14.9136,1.20827,198.791,23.7189
1114,916.952,14.5933,1.25732,206.159,24.7677
1115,922.338,14.2685,1.22162,213.63,24.1507
1116,927.179,13.9841,1.11138,220.312,22.0687
1117,931.002,13.775,0.968506,225.513,19.3516
1118,933.94,13.6315,0.822579,229.423,16.5852
1119,936.147,13.5421,0.710938,232.288,14.4982
1120,937.896,13.4866,0.62059,234.471,12.8172
1121,939.326,13.4548,0.562853,236.192,11.7532
1122,940.643,13.4313,0.524879,237.753,11.0563
1123,941.788,13.4205,0.499969,239.057,10.5911
1124,942.928,13.4102,0.480135,240.352,10.2011
1125,943.962,13.4076,0.465565,241.489,9.90265
1126,944.981,13.4063,0.451286,242.598,9.60428
1127,945.943,13.4091,0.435945,243.617,9.27909
1128,946.856,13.4155,0.420553,244.557,8.95038
1129,947.716,13.4259,0.407132,245.417,8.66905
1130,948.557,13.4376,0.391386,246.241,8.33104
1131,949.366,13.4518,0.376259,247.013,8.00927
1132,950.131,13.4692,0.363701,247.726,7.73991
1133,950.865,13.4889,0.351541,248.383,7.48384
1134,951.573,13.5105,0.338156,248.995,7.20189
1135,952.248,13.5346,0.327217,249.557,6.96476
1136,952.895,13.5608,0.319764,250.082,6.81795
1137,953.557,13.5858,0.314301,250.632,6.69742
1138,954.189,13.613,0.307603,251.128,6.55714
1139,954.816,13.6406,0.302627,251.619,6.44569
1140,955.411,13.6707,0.299128,252.062,6.37347
1141,956.046,13.6977,0.296644,252.564,6.30941
1142,956.619,13.7293,0.294605,252.978,6.2681
1143,957.233,13.7579,0.292839,253.449,6.21836
1144,957.805,13.7896,0.291271,253.855,6.17992
1145,958.42,13.8181,0.289774,254.329,6.14188
1146,958.977,13.8509,0.287156,254.712,6.08437
1147,959.562,13.8817,0.287129,255.138,6.07184
1148,960.156,13.9118,0.285824,255.581,6.04992
1149,960.741,13.9425,0.284808,256.012,6.01301
1150,961.293,13.9756,0.285397,256.389,6.01755
1151,961.895,14.0051,0.283815,256.841,5.98044
1152,962.462,14.0372,0.284594,257.245,5.98892
1153,963.04,14.0684,0.283869,257.663,5.97129
1154,963.615,14.0999,0.286091,258.08,6.0195
1155,964.192,14.1312,0.286064,258.496,6.01171
1156,964.774,14.1622,0.287793,258.922,6.04346
1157,965.328,14.1952,0.291481,259.306,6.1199
1158,965.933,14.2245,0.295768,259.771,6.20673
1159,966.525,14.2547,0.298157,260.214,6.25687
1160,967.135,14.2836,0.304387,260.686,6.38051
1161,967.75,14.3121,0.311081,261.165,6.51501
1162,968.373,14.34,0.315271,261.654,6.60019
1163,969.028,14.3656,0.322851,262.199,6.75347
1164,969.666,14.3924,0.329378,262.714,6.88465
1165,970.34,14.4165,0.337184,263.286,7.0384
1166,971.006,14.4413,0.343817,263.844,7.17199
1167,971.744,14.4607,0.350367,264.51,7.29994
1168,972.463,14.4815,0.35844,265.156,7.46345
1169,973.164,14.5036,0.363953,265.766,7.57463
1170,973.942,14.5201,0.369383,266.498,7.66944
1171,974.697,14.5382,0.374511,267.192,7.77114
1172,975.446,14.5568,0.376604,267.872,7.81475
1173,976.198,14.5752,0.37957,268.559,7.86358
1174,976.987,14.5908,0.380133,269.303,7.86458
1175,977.774,14.6066,0.380514,270.043,7.86358
1176,978.574,14.6214,0.377413,270.797,7.79673
1177,979.302,14.6415,0.377656,271.451,7.79423
1178,980.074,14.6584,0.374695,272.162,7.73234
1179,980.845,14.6754,0.370929,272.873,7.65312
1180,981.606,14.6931,0.366335,273.569,7.55035
1181,982.372,14.7104,0.363491,274.276,7.48645
1182,983.068,14.7329,0.359842,274.873,7.40618
1183,983.816,14.7516,0.357032,275.549,7.34741
1184,984.528,14.7729,0.353057,276.172,7.27152
1185,985.204,14.7969,0.350149,276.736,7.19972
1186,985.944,14.8161,0.348555,277.399,7.16873
