total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
4955,4751.63,15.0617,0.150935,4258.19,13.1909
4956,4752.54,15.0679,0.160061,4258.73,14.8324
4957,4753.47,15.0736,0.169416,4259.32,14.3527
4958,4754.4,15.0788,0.180746,4259.95,16.8523
4959,4755.35,15.0823,0.191685,4260.73,16.5529
4960,4756.31,15.0851,0.203425,4261.57,17.72
4961,4757.28,15.0872,0.215234,4262.48,19.0263
4962,4758.28,15.0874,0.228674,4263.55,20.7846
4963,4759.3,15.0859,0.243005,4264.78,21.4009
4964,4760.33,15.0838,0.255852,4266.04,22.4944
4965,4761.41,15.0781,0.271814,4267.64,23.7065
4966,4762.47,15.0732,0.285263,4269.15,25.1794
4967,4763.61,15.0631,0.30035,4271.13,26.5707
4968,4764.78,15.0505,0.316551,4273.32,28.1069
4969,4765.9,15.0417,0.32845,4275.18,28.8791
4970,4767.13,15.0249,0.342215,4277.74,30.133
4971,4768.37,15.0067,0.353985,4280.41,31.1448
4972,4769.63,14.9874,0.365375,4283.18,32.0624
4973,4770.9,14.9673,0.373798,4286.03,32.8938
4974,4772.21,14.9443,0.380955,4289.12,33.3766
4975,4773.53,14.9209,0.385731,4292.24,33.7639
4976,4774.85,14.8974,0.387979,4295.36,34.2929
4977,4776.15,14.8751,0.388667,4298.39,34.1467
4978,4777.49,14.8496,0.385612,4301.69,33.7935
4979,4778.82,14.8252,0.381175,4304.89,33.7639
4980,4780.12,14.8034,0.374389,4307.85,33.1059
4981,4781.41,14.7814,0.367271,4310.85,32.311
4982,4782.67,14.7627,0.358589,4313.54,31.3369
4983,4783.93,14.7432,0.348095,4316.31,30.5614
4984,4785.18,14.7245,0.335255,4319,29.5635
4985,4786.35,14.712,0.325464,4321.15,28.9137
4986,4787.54,14.698,0.313037,4323.43,27.4955
4987,4788.7,14.6859,0.300629,4325.55,26.7582
4988,4789.83,14.6766,0.289485,4327.41,25.4165
4989,4790.9,14.6712,0.277811,4328.93,24.2899
4990,4791.98,14.6652,0.266399,4330.5,24.1247
4991,4793.04,14.6605,0.255673,4331.96,22.9347
4992,4794.09,14.6576,0.245224,4333.27,21.587
4993,4795.14,14.6538,0.234928,4334.64,20.5426
4994,4796.16,14.6519,0.225211,4335.85,19.8494
4995,4797.17,14.6517,0.216612,4336.91,19.1311
4996,4798.14,14.6537,0.20861,4337.77,18.4932
4997,4799.12,14.6549,0.199945,4338.71,17.6068
4998,4800.09,14.6574,0.192281,4339.53,17.0294
4999,4801.05,14.6598,0.184423,4340.36,16.5529
5000,4802,14.6639,0.178195,4341.04,15.8745
5001,4802.95,14.6678,0.170851,4341.73,14.9666
5002,4803.87,14.6737,0.165359,4342.25,14.8324
5003,4804.79,14.6792,0.158769,4342.81,14
5004,4805.72,14.6846,0.152993,4343.37,13.784
5005,4806.64,14.6905,0.147302,4343.89,12.7279
5006,4807.55,14.6975,0.142136,4344.32,12.6491
5007,4808.45,14.7046,0.137387,4344.72,11.9164
5008,4809.34,14.7126,0.133328,4345.06,12.2474
5009,4810.24,14.72,0.127956,4345.45,11.4891
5010,4811.13,14.728,0.123588,4345.78,11.1355
5011,4812.02,14.7363,0.119508,4346.09,10.4881
5012,4812.91,14.7443,0.115746,4346.43,10
5013,4813.8,14.7526,0.112334,4346.74,10.198
5014,4814.68,14.7615,0.108816,4347,9.8995
5015,4815.56,14.7709,0.105758,4347.21,9.48683
5016,4816.43,14.7802,0.103276,4347.44,9.05539
5017,4817.31,14.7892,0.100125,4347.69,8.94427
5018,4818.18,14.7986,0.0978124,4347.91,8.24621
5019,4819.05,14.8085,0.0939126,4348.08,8
5020,4819.91,14.8184,0.0923562,4348.25,8.24621
5021,4820.78,14.828,0.0899286,4348.46,7.61577
5022,4821.65,14.838,0.0878689,4348.62,7.48331
5023,4822.52,14.8477,0.0859375,4348.82,7.07107
5024,4823.38,14.8581,0.0851347,4348.96,6.78233
5025,4824.24,14.8685,0.0836886,4349.08,6.63325
5026,4825.09,14.8792,0.0817518,4349.2,6.63325
5027,4825.96,14.8892,0.0809075,4349.37,7.34847
5028,4826.82,14.8994,0.0804346,4349.52,7.48331
5029,4827.68,14.91,0.0787088,4349.64,6.63325
5030,4828.54,14.9203,0.0775369,4349.79,6.16441
5031,4829.39,14.931,0.0772411,4349.91,7.34847
5032,4830.25,14.9416,0.0760466,4350.03,5.2915
5033,4831.11,14.9522,0.075745,4350.16,6.63325
5034,4831.96,14.9627,0.073703,4350.29,5.65685
5035,4832.82,14.9736,0.0744241,4350.39,6.48074
5036,4833.67,14.9847,0.0746288,4350.47,6.63325
